3
0	1	0	0	0	0	1	100	1	9	0	0	0	0	

1	0	32	0	0	1	100	1	9	0	1	0	0	

1	0	64	0	0	1	100	1	9	0	2	0	0	

1	0	96	0	0	1	100	1	9	0	3	0	0	

1	32	0	0	0	1	100	1	9	1	0	0	0	

1	32	32	0	0	1	100	1	9	1	1	0	0	

1	32	64	0	0	1	100	1	9	1	2	0	0	

1	32	96	0	0	1	100	1	9	1	3	0	0	

1	64	0	0	0	1	100	1	9	2	0	0	0	

1	64	32	0	0	1	100	1	9	2	1	0	0	

1	64	64	0	0	1	100	1	9	2	2	0	0	

1	64	96	0	0	1	100	1	9	2	3	0	0	

1	96	0	0	0	1	100	1	9	3	0	0	0	

1	96	32	0	0	1	100	1	9	3	1	0	0	

1	96	64	0	0	1	100	1	9	3	2	0	0	

1	96	96	0	0	1	100	1	9	3	3	0	0	

1	128	0	0	0	1	100	1	9	4	0	0	0	

1	128	32	0	0	1	100	1	9	4	1	0	0	

1	128	64	0	0	1	100	1	9	4	2	0	0	

1	128	96	0	0	1	100	1	9	4	3	0	0	

1	160	0	0	0	1	100	1	9	5	0	0	0	

1	160	32	0	0	1	100	1	9	5	1	0	0	

1	160	64	0	0	1	100	1	9	5	2	0	0	

1	160	96	0	0	1	100	1	9	5	3	0	0	

1	0	128	0	0	1	100	1	9	0	0	0	0	

1	0	160	0	0	1	100	1	9	0	1	0	0	

1	0	192	0	0	1	100	1	9	0	2	0	0	

1	0	224	0	0	1	100	1	9	0	3	0	0	

1	32	128	0	0	1	100	1	9	1	0	0	0	

1	32	160	0	0	1	100	1	9	1	1	0	0	

1	32	192	0	0	1	100	1	9	1	2	0	0	

1	32	224	0	0	1	100	1	9	1	3	0	0	

1	64	128	0	0	1	100	1	9	2	0	0	0	

1	64	160	0	0	1	100	1	9	2	1	0	0	

1	64	192	0	0	1	100	1	9	2	2	0	0	

1	64	224	0	0	1	100	1	9	2	3	0	0	

1	96	128	0	0	1	100	1	9	3	0	0	0	

1	96	160	0	0	1	100	1	9	3	1	0	0	

1	96	192	0	0	1	100	1	9	3	2	0	0	

1	96	224	0	0	1	100	1	9	3	3	0	0	

1	128	128	0	0	1	100	1	9	4	0	0	0	

1	128	160	0	0	1	100	1	9	4	1	0	0	

1	128	192	0	0	1	100	1	9	4	2	0	0	

1	128	224	0	0	1	100	1	9	4	3	0	0	

1	160	128	0	0	1	100	1	9	5	0	0	0	

