5
0	1	160	128	0	0	1	100	1	4	0	7	0	0	

1	160	160	0	0	1	100	1	4	0	7	0	0	

1	160	192	0	0	1	100	1	4	0	7	0	0	

1	160	224	0	0	1	100	1	4	0	7	0	0	

1	160	256	0	0	1	100	1	4	0	7	0	0	

1	160	96	0	0	1	100	1	4	0	7	0	0	

1	192	96	0	0	1	100	1	4	0	7	0	0	

1	192	128	0	0	1	100	1	4	0	7	0	0	

1	192	160	0	0	1	100	1	4	0	7	0	0	

1	192	192	0	0	1	100	1	4	0	7	0	0	

1	192	224	0	0	1	100	1	4	0	7	0	0	

1	192	256	0	0	1	100	1	4	0	7	0	0	

1	224	256	0	0	1	100	1	4	0	7	0	0	

1	256	256	0	0	1	100	1	4	0	7	0	0	

1	288	256	0	0	1	100	1	4	0	7	0	0	

1	320	256	0	0	1	100	1	4	0	7	0	0	

1	352	256	0	0	1	100	1	4	0	7	0	0	

1	352	224	0	0	1	100	1	4	0	7	0	0	

1	320	224	0	0	1	100	1	4	0	7	0	0	

1	288	224	0	0	1	100	1	4	0	7	0	0	

1	224	224	0	0	1	100	1	4	0	7	0	0	

1	256	224	0	0	1	100	1	4	0	7	0	0	

1	224	192	0	0	1	100	1	4	0	7	0	0	

1	256	192	0	0	1	100	1	4	0	7	0	0	

1	288	192	0	0	1	100	1	4	0	7	0	0	

1	320	192	0	0	1	100	1	4	0	7	0	0	

1	352	192	0	0	1	100	1	4	0	7	0	0	

1	352	160	0	0	1	100	1	4	0	7	0	0	

1	320	160	0	0	1	100	1	4	0	7	0	0	

1	320	128	0	0	1	100	1	4	0	7	0	0	

1	320	96	0	0	1	100	1	4	0	7	0	0	

1	288	96	0	0	1	100	1	4	0	7	0	0	

1	256	96	0	0	1	100	1	4	0	7	0	0	

1	224	96	0	0	1	100	1	4	0	7	0	0	

1	224	128	0	0	1	100	1	1	12	10	0	0	

1	224	160	0	0	1	100	1	1	12	11	0	0	

1	256	128	0	0	1	100	1	1	13	10	0	0	

1	256	160	0	0	1	100	1	1	13	11	0	0	

1	256	128	0	0	1	100	1	1	12	10	0	0	

1	256	160	0	0	1	100	1	1	12	11	0	0	

1	288	128	0	0	1	100	1	1	13	10	0	0	

1	288	160	0	0	1	100	1	1	13	11	0	0	

1	224	96	0	0	1	100	1	5	13	9	0	0	

1	224	128	0	0	1	100	1	5	13	10	0	0	

1	256	96	0	0	1	100	1	5	14	9	0	0	

1	256	128	0	0	1	100	1	5	14	10	0	0	

1	288	96	0	0	1	100	1	5	15	9	0	0	

1	288	128	0	0	1	100	1	5	15	10	0	0	

1	256	160	0	0	1	100	1	7	12	2	0	0	

1	160	0	0	0	1	100	1	14	0	1	0	0	

1	160	32	0	0	1	100	1	14	0	2	0	0	

1	160	64	0	0	1	100	1	14	0	3	0	0	

1	160	96	0	0	1	100	1	14	0	4	0	0	

1	192	0	0	0	1	100	1	14	1	1	0	0	

1	192	32	0	0	1	100	1	14	1	2	0	0	

1	192	64	0	0	1	100	1	14	1	3	0	0	

1	192	96	0	0	1	100	1	14	1	4	0	0	

1	224	0	0	0	1	100	1	14	1	1	0	0	

1	224	32	0	0	1	100	1	14	1	2	0	0	

1	224	64	0	0	1	100	1	14	1	3	0	0	

1	224	96	0	0	1	100	1	14	1	4	0	0	

1	256	0	0	0	1	100	1	14	1	1	0	0	

1	256	32	0	0	1	100	1	14	1	2	0	0	

1	256	64	0	0	1	100	1	14	1	3	0	0	

1	256	96	0	0	1	100	1	14	1	4	0	0	

1	288	0	0	0	1	100	1	14	1	1	0	0	

1	288	32	0	0	1	100	1	14	1	2	0	0	

1	288	64	0	0	1	100	1	14	1	3	0	0	

1	288	96	0	0	1	100	1	14	1	4	0	0	

1	320	0	0	0	1	100	1	14	1	1	0	0	

1	320	32	0	0	1	100	1	14	1	2	0	0	

1	320	64	0	0	1	100	1	14	1	3	0	0	

1	320	96	0	0	1	100	1	14	1	4	0	0	

1	352	0	0	0	1	100	1	14	2	1	0	0	

1	352	32	0	0	1	100	1	14	2	2	0	0	

1	352	64	0	0	1	100	1	14	2	3	0	0	

1	352	96	0	0	1	100	1	14	2	4	0	0	

1	352	128	0	0	1	100	1	4	0	7	0	0	

1	352	96	0	0	1	100	1	4	0	7	0	0	

1	352	96	0	0	1	100	1	14	2	4	0	0	

1	128	64	0	0	1	100	1	14	2	0	0	0	

1	128	96	0	0	1	100	1	14	2	1	0	0	

1	128	128	0	0	1	100	1	14	2	2	0	0	

1	128	64	0	0	1	100	1	14	2	1	0	0	

1	128	96	0	0	1	100	1	14	2	2	0	0	

1	128	128	0	0	1	100	1	14	2	3	0	0	

1	128	160	0	0	1	100	1	4	0	7	0	0	

1	128	192	0	0	1	100	1	4	0	7	0	0	

1	128	160	0	0	1	100	1	14	2	4	0	0	

1	352	64	0	0	1	100	1	7	13	2	0	0	

1	352	96	0	0	1	100	1	7	13	3	0	0	

1	352	128	0	0	1	100	1	7	13	4	0	0	

1	160	288	0	0	1	100	1	17	0	1	0	0	

1	192	288	0	0	1	100	1	17	1	1	0	0	

1	224	288	0	0	1	100	1	17	2	1	0	0	

1	256	288	0	0	1	100	1	17	3	1	0	0	

1	288	288	0	0	1	100	1	17	4	1	0	0	

1	320	288	0	0	1	100	1	17	5	1	0	0	

1	352	288	0	0	1	100	1	17	6	1	0	0	

1	384	288	0	0	1	100	1	17	7	1	0	0	

1	416	288	0	0	1	100	1	17	8	1	0	0	

1	448	288	0	0	1	100	1	17	9	1	0	0	

1	480	288	0	0	1	100	1	17	10	1	0	0	

1	160	320	0	0	1	100	1	17	0	1	0	0	

1	192	320	0	0	1	100	1	17	1	1	0	0	

1	224	320	0	0	1	100	1	17	2	1	0	0	

1	256	320	0	0	1	100	1	17	3	1	0	0	

1	288	320	0	0	1	100	1	17	4	1	0	0	

1	320	320	0	0	1	100	1	17	5	1	0	0	

1	352	320	0	0	1	100	1	17	6	1	0	0	

1	384	320	0	0	1	100	1	17	7	1	0	0	

1	416	320	0	0	1	100	1	17	8	1	0	0	

1	448	320	0	0	1	100	1	17	9	1	0	0	

1	480	320	0	0	1	100	1	17	10	1	0	0	

1	160	352	0	0	1	100	1	17	0	1	0	0	

1	192	352	0	0	1	100	1	17	1	1	0	0	

1	224	352	0	0	1	100	1	17	2	1	0	0	

1	256	352	0	0	1	100	1	17	3	1	0	0	

1	288	352	0	0	1	100	1	17	4	1	0	0	

1	320	352	0	0	1	100	1	17	5	1	0	0	

1	352	352	0	0	1	100	1	17	6	1	0	0	

1	384	352	0	0	1	100	1	17	7	1	0	0	

1	416	352	0	0	1	100	1	17	8	1	0	0	

1	448	352	0	0	1	100	1	17	9	1	0	0	

1	480	352	0	0	1	100	1	17	10	1	0	0	

1	192	384	0	0	1	100	1	17	0	1	0	0	

1	224	384	0	0	1	100	1	17	1	1	0	0	

1	256	384	0	0	1	100	1	17	2	1	0	0	

1	288	384	0	0	1	100	1	17	3	1	0	0	

1	320	384	0	0	1	100	1	17	4	1	0	0	

1	352	384	0	0	1	100	1	17	5	1	0	0	

1	384	384	0	0	1	100	1	17	6	1	0	0	

1	416	384	0	0	1	100	1	17	7	1	0	0	

1	448	384	0	0	1	100	1	17	8	1	0	0	

1	480	384	0	0	1	100	1	17	9	1	0	0	

1	512	384	0	0	1	100	1	17	10	1	0	0	

1	160	384	0	0	1	100	1	17	0	1	0	0	

1	192	384	0	0	1	100	1	17	1	1	0	0	

1	224	384	0	0	1	100	1	17	2	1	0	0	

1	256	384	0	0	1	100	1	17	3	1	0	0	

1	288	384	0	0	1	100	1	17	4	1	0	0	

1	320	384	0	0	1	100	1	17	5	1	0	0	

1	352	384	0	0	1	100	1	17	6	1	0	0	

1	384	384	0	0	1	100	1	17	7	1	0	0	

1	416	384	0	0	1	100	1	17	8	1	0	0	

1	448	384	0	0	1	100	1	17	9	1	0	0	

1	480	384	0	0	1	100	1	17	10	1	0	0	

1	160	448	0	0	1	100	1	17	0	1	0	0	

1	192	448	0	0	1	100	1	17	1	1	0	0	

1	224	448	0	0	1	100	1	17	2	1	0	0	

1	256	448	0	0	1	100	1	17	3	1	0	0	

1	288	448	0	0	1	100	1	17	4	1	0	0	

1	320	448	0	0	1	100	1	17	5	1	0	0	

1	352	448	0	0	1	100	1	17	6	1	0	0	

1	384	448	0	0	1	100	1	17	7	1	0	0	

1	416	448	0	0	1	100	1	17	8	1	0	0	

1	448	448	0	0	1	100	1	17	9	1	0	0	

1	480	448	0	0	1	100	1	17	10	1	0	0	

1	160	448	0	0	1	100	1	17	0	1	0	0	

1	192	448	0	0	1	100	1	17	1	1	0	0	

1	224	448	0	0	1	100	1	17	2	1	0	0	

1	256	448	0	0	1	100	1	17	3	1	0	0	

1	288	448	0	0	1	100	1	17	4	1	0	0	

1	320	448	0	0	1	100	1	17	5	1	0	0	

1	352	448	0	0	1	100	1	17	6	1	0	0	

1	384	448	0	0	1	100	1	17	7	1	0	0	

1	416	448	0	0	1	100	1	17	8	1	0	0	

1	448	448	0	0	1	100	1	17	9	1	0	0	

1	480	448	0	0	1	100	1	17	10	1	0	0	

1	160	416	0	0	1	100	1	17	0	1	0	0	

1	192	416	0	0	1	100	1	17	1	1	0	0	

1	224	416	0	0	1	100	1	17	2	1	0	0	

1	256	416	0	0	1	100	1	17	3	1	0	0	

1	288	416	0	0	1	100	1	17	4	1	0	0	

1	320	416	0	0	1	100	1	17	5	1	0	0	

1	352	416	0	0	1	100	1	17	6	1	0	0	

1	384	416	0	0	1	100	1	17	7	1	0	0	

1	416	416	0	0	1	100	1	17	8	1	0	0	

1	448	416	0	0	1	100	1	17	9	1	0	0	

1	480	416	0	0	1	100	1	17	10	1	0	0	

1	-160	224	0	0	1	100	1	17	0	1	0	0	

1	-128	224	0	0	1	100	1	17	1	1	0	0	

1	-96	224	0	0	1	100	1	17	2	1	0	0	

1	-64	224	0	0	1	100	1	17	3	1	0	0	

1	-32	224	0	0	1	100	1	17	4	1	0	0	

1	0	224	0	0	1	100	1	17	5	1	0	0	

1	32	224	0	0	1	100	1	17	6	1	0	0	

1	64	224	0	0	1	100	1	17	7	1	0	0	

1	96	224	0	0	1	100	1	17	8	1	0	0	

1	128	224	0	0	1	100	1	17	9	1	0	0	

1	160	224	0	0	1	100	1	17	10	1	0	0	

1	-160	256	0	0	1	100	1	17	0	1	0	0	

1	-128	256	0	0	1	100	1	17	1	1	0	0	

1	-96	256	0	0	1	100	1	17	2	1	0	0	

1	-64	256	0	0	1	100	1	17	3	1	0	0	

1	-32	256	0	0	1	100	1	17	4	1	0	0	

1	0	256	0	0	1	100	1	17	5	1	0	0	

1	32	256	0	0	1	100	1	17	6	1	0	0	

1	64	256	0	0	1	100	1	17	7	1	0	0	

1	96	256	0	0	1	100	1	17	8	1	0	0	

1	128	256	0	0	1	100	1	17	9	1	0	0	

1	160	256	0	0	1	100	1	17	10	1	0	0	

